#Method,AppID,Placement,PrivateLabelID,ShopperID,ISC,displayCurrency,TransactionalCurrency
GetOffersAndMessageData,7,dccCrossSellBanner,1,53566502,gdbb1433,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,35921263,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,19761480,BBCNFAC,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,7693131,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,3380208,cjcfat799,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,12079098,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,10014782,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,46120287,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,19412275,GPPT02K030,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,51462601,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,36962150,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,24671729,biud5nng,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001ha,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,bb1964dd90,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,26270426,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,34053145,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,43299779,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52234414,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT06A001,GBP,GBP
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gfnf4in04,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,47532122,gofx1001hb,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,53534820,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,16020537,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,35200648,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,49134002,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,26804762,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52512371,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT02K030,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,3186443,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,27772379,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,carcast2,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,42957425,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,33249201,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,20975057,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6098669,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,27275838,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,4952239,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,8502343,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52854362,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,BBCNFAC,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,22496583,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,52604814,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,28713798,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT02K030,CAD,CAD
GetOffersAndMessageData,7,dccCrossSellBanner,1,8491419,Renew281g,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,26651688,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,14022730,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,48898456,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,3186443,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,6684970,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,esdg499a1,EUR,EUR
GetOffersAndMessageData,7,dccCrossSellBanner,1,14136690,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT04C021,CAD,CAD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,IAPdom25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,5937156,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,6032575,gdbba1463,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,16693013,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,29172720,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,29152034,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gfnn5la03,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,26298603,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6098669,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,1844271,gppt02kinf,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,3186443,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,22451458,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,39213513,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,46076491,dnabb474,CAD,CAD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,40308171,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53471298,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,3770207,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,13632573,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53488622,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,12041914,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,lksgen104,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,8491419,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,36902462,gdbb1980,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,16680684,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,46120287,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,21132118,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,21950913,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6098669,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50513895,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,51462601,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,26122579,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,43412112,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,51611548,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,38463406,999com25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,28816491,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,28338783,gppt05k030,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,15604830,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,30795718,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,41364328,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,27772379,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,27049133,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,29370311,,CAD,CAD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50621056,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,22993634,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52752502,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,3358285,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,51462601,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52512371,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,25442459,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,27631669,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50502843,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,30580775,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6098669,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,42488600,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gfnf4uka01,GBP,GBP
GetOffersAndMessageData,7,dccCrossSellBanner,1,17266920,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,25508998,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,14136690,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,21575385,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,8056034,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,28816491,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,lksgen057,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,19004027,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gppt02K029,EUR,EUR
GetOffersAndMessageData,46,dnsManagerCrossSell,1,4570820,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,15604830,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50382344,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,28796533,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,29152034,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,hos3go018m,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,42302686,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,47137465,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,42291213,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50452139,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,5595788,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6098669,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,4526636,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,51552655,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,41024901,,USD,USD
GetOffersAndMessageData,14,appRotatingBanner09,1,19501024,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,biud5nni,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,17266920,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53134062,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53566767,bb1964dd60,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,42488600,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,26977106,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,10624548,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,17824514,,AUD,AUD
GetOffersAndMessageData,7,dccCrossSellBanner,1,13780739,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,38442515,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18696577,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,999com25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50502843,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,25508998,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,44128629,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,IAP199H1,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52314358,lksgen104,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,26977106,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gppt02K055,USD,USD
GetOffersAndMessageData,14,appRotatingBanner09,1,6209251,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,2234140,,USD,USD
GetOffersAndMessageData,14,appRotatingBanner09,1,17730200,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,9068037,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53556957,gdbba363,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,appwbelgo,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,3277461,instantpag,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,549934,999COM25,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,13183404,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,48373012,cjcmsc001t,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,17749726,bacon3,CHF,CHF
GetOffersAndMessageData,7,dccCrossSellBanner,1,37979677,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,5190233,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,instantpag,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,38474531,gdbb1901,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,30795556,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50382344,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,1241795,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,13780739,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,40338131,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,30580775,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6098669,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,biud5nni,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,47475449,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,9469716,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,22496583,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gfnf4ses02,EUR,EUR
GetOffersAndMessageData,7,dccCrossSellBanner,1,53498838,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT03C011,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,42513714,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,26977106,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,51462601,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52409544,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,22935473,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50554817,gdbb1920,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52935282,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,42488600,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,28796533,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,iapcl2,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,47512974,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,48373012,cjcmsc001t,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT02K030,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53566767,bb1964dd60,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,53526310,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,51603510,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,1400274,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,47475449,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6092114,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,13168137,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,948765,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,2234140,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,35200648,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,goafmo101a,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gsndde02,EUR,EUR
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,IAP199H2,GBP,GBP
GetOffersAndMessageData,7,dccCrossSellBanner,1,8118729,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,25442459,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,fb3tld30,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gdbb1901,USD,USD
GetOffersAndMessageData,14,appRotatingBanner09,1,11609978,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52273691,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,30580775,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT03C021,MXN,MXN
GetOffersAndMessageData,39,appRotatingBanner08,1,20631721,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001hb,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52271038,gdbba1463,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gdbbren8,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,3069277,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,42302686,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,26082523,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,esdg499a1,EUR,EUR
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,45060296,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,35995603,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,20631721,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,appemail40,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,16680684,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52538947,gdbb1011,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53521633,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,28796533,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,47137465,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,338653,gdbb908,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,24827969,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,51462601,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,1740034,gdbba1463,MXN,MXN
GetOffersAndMessageData,7,dccCrossSellBanner,1,37712119,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52055936,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,30514422,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,14165493,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gppt06a011,EUR,EUR
GetOffersAndMessageData,7,dccCrossSellBanner,1,44461877,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52055936,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52600856,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,948765,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,15585931,GPPT02K030,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gppt02KINF,GBP,GBP
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,42687847,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53417904,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53536759,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52757447,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,30514422,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,lksgen106,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,appwbelgo,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,10677491,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53467647,gdbba1274,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,46118308,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,51508685,,GBP,GBP
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,42488600,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001ha,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,52273691,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,44128629,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,6600021,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerSidebar,1,42867784,goaf2001aa,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,20631721,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,40650968,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,9536821,FB30TLDN,BRL,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,26680197,wstapp605,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,6710170,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,3184281,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,bgdnin07,INR,INR
GetOffersAndMessageDataWithSubLocations,2,DynamicLPContainer,1,20054192,gdx614g,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,44400105,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52757447,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,5190233,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,48958592,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,41399663,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,40650968,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,53526310,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,53566375,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,14609246,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,26566219,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53277482,gofx2001hb,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,42488600,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,12596930,gdbbe728,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,19761480,BBCNFAC,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001hb,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6737460,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,35921849,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,6710170,999COM25,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,38442515,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,40650968,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52055936,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,7412924,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,21882386,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,93e,gdbbe729,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,4936946,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx1003ha,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,25508998,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,2234140,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,25568628,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52055936,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,30514422,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,40650968,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,24017967,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,34861132,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gdbb1791,EUR,EUR
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,6307438,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,26082523,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gppt02KINF,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,52273691,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,19306909,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,51349957,appwbelgo,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,52661345,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,26298603,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,30795556,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,6710170,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52055936,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52055936,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53560434,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,13912343,gofx2001hb,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,26298603,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,3855767,999COM25,AUD,AUD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52898927,gfnf4uka06,GBP,GBP
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,30905408,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,51417072,,USD,USD
